order_date,country,device_type,traffic_source,product_category,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,review_score,risk_label
2024-10-05,Netherlands,False,Paid Ads,2,6,180.96,753.55,2,0.3,782.6,4.3,False
2023-07-11,Netherlands,False,Paid Ads,5,1,54.83,22.28,1,0.22,234.8,4.3,False
2024-04-06,Belgium,False,Paid Ads,3,1,51.79,158.71,2,0.01,850.8,4.8,False
2025-08-26,Spain,False,Paid Ads,2,3,62.79,120.26,1,0.09,228.0,4.2,False
2025-10-03,Italy,False,Email,7,0,32.46,20.9,1,0.02,138.6,4.3,False
2023-09-23,Italy,True,Email,5,2,46.47,22.06,1,0.12,818.8,4.2,False
2023-06-25,France,False,Social Media,4,0,62.95,47.04,2,0.45,910.7,4.4,False
2025-02-16,Germany,True,Marketplace,2,2,29.14,26.91,2,0.07,486.1,4.3,False
2024-04-10,Spain,False,Paid Ads,2,0,45.53,43.81,1,0.02,813.5,4.8,True
2024-07-04,Belgium,False,Direct,3,4,24.81,94.6,3,0.36,609.9,4.2,False
2024-07-22,Netherlands,True,Organic Search,1,2,67.66,59.05,2,0.39,355.6,4.7,False
2023-03-10,Spain,True,Marketplace,3,2,36.69,56.65,3,0.2,217.2,4.9,False
2025-02-12,Spain,False,Organic Search,7,1,49.12,38.85,1,0.09,88.5,4.9,False
2024-12-25,Germany,False,Paid Ads,4,0,25.49,53.72,1,0.2,37.3,3.9,False
2024-04-04,Belgium,False,Organic Search,7,0,45.21,53.88,1,0.01,877.7,3.7,True
2025-02-06,Netherlands,False,Organic Search,3,1,66.98,129.59,1,0.05,1302.6,3.9,False
2025-09-04,Netherlands,False,Social Media,1,0,84.57,157.27,5,0.03,318.3,3.7,True
2023-05-02,Belgium,False,Direct,3,0,114.15,86.95,1,0.1,1012.9,5.0,False
2023-11-23,Netherlands,False,Paid Ads,5,0,21.93,16.52,1,0.17,808.6,4.7,False
2024-01-30,Spain,False,Paid Ads,4,0,36.82,57.66,2,0.01,217.1,4.3,False
2025-07-06,Germany,False,Email,7,2,29.54,24.27,3,0.2,286.8,5.0,False
2024-03-10,France,False,Marketplace,3,1,57.93,144.52,1,0.05,121.4,4.6,False
2025-04-03,Germany,False,Direct,2,1,17.16,34.98,1,0.12,723.7,4.9,False
2024-06-03,Netherlands,False,Social Media,4,0,97.18,122.29,2,0.29,632.3,5.0,False
2023-09-23,Netherlands,False,Social Media,2,0,38.95,67.05,3,0.24,213.1,4.7,False
2025-07-11,Belgium,False,Marketplace,2,0,33.33,94.19,1,0.12,618.9,4.9,False
2024-09-04,Netherlands,False,Organic Search,7,1,103.69,138.47,1,0.1,106.9,3.8,True
2024-08-20,Germany,True,Paid Ads,6,4,22.15,22.24,1,0.19,448.4,4.1,False
2025-07-18,Turkey,False,Email,3,5,35.55,78.49,1,0.11,879.1,4.0,False
2024-09-11,France,True,Organic Search,3,1,55.72,71.26,5,0.2,726.1,4.5,False
2025-03-08,Belgium,False,Social Media,3,0,35.99,88.45,4,0.19,140.7,4.7,False
2024-10-02,Belgium,True,Paid Ads,2,1,19.34,32.84,2,0.15,367.6,4.2,False
2023-08-13,Netherlands,True,Email,6,6,25.46,14.83,1,0.11,1148.8,5.0,False
2023-10-21,Netherlands,False,Social Media,2,1,30.87,110.65,3,0.09,158.4,4.6,False
2024-11-21,Belgium,False,Paid Ads,3,1,21.46,20.42,6,0.34,23.3,5.0,False
2025-01-28,Germany,True,Paid Ads,6,2,22.58,23.0,1,0.06,421.1,4.1,False
2023-08-16,Netherlands,False,Social Media,7,1,33.42,30.66,2,0.23,219.7,4.9,False
2024-11-06,France,False,Marketplace,3,0,23.03,36.59,1,0.23,363.9,4.3,False
2023-09-03,Turkey,False,Paid Ads,2,0,23.63,23.64,3,0.12,433.3,4.3,False
2025-12-17,Turkey,False,Email,1,4,36.19,48.0,2,0.08,28.5,4.1,False
2025-08-17,Netherlands,True,Marketplace,3,0,35.42,43.47,1,0.1,186.5,4.9,False
2024-06-24,Belgium,False,Organic Search,7,5,25.41,70.66,1,0.09,255.0,5.0,False
2025-01-31,Netherlands,False,Paid Ads,6,1,40.3,31.2,2,0.12,191.8,4.5,False
2024-09-25,Netherlands,True,Email,7,0,35.4,39.02,1,0.13,225.9,4.7,False
2025-05-18,Netherlands,True,Direct,1,1,102.61,109.7,1,0.13,1391.6,3.3,False
2025-11-04,Netherlands,False,Email,1,3,69.82,32.46,2,0.04,432.4,4.3,False
2023-10-29,Belgium,False,Organic Search,4,4,21.27,28.73,1,0.07,597.9,4.6,False
2024-04-25,Italy,False,Direct,0,2,47.78,57.13,1,0.1,223.6,5.0,False
2025-12-07,Turkey,False,Social Media,7,1,70.83,41.79,1,0.26,389.3,4.9,True
2025-02-02,France,True,Organic Search,4,0,36.47,16.42,7,0.17,125.6,4.0,False
2025-11-21,Germany,False,Direct,5,0,30.1,20.32,1,0.06,153.8,4.9,False
2024-01-12,Netherlands,False,Marketplace,2,0,29.36,64.12,3,0.22,367.2,4.6,False
2024-09-28,Poland,False,Marketplace,4,2,81.58,69.57,3,0.18,508.8,4.3,False
2025-12-02,Germany,False,Email,5,1,58.2,24.25,2,0.1,73.4,4.5,False
2023-05-10,Netherlands,False,Direct,3,4,87.96,219.74,1,0.23,225.6,4.6,False
2023-10-27,Spain,False,Paid Ads,1,1,74.54,90.11,8,0.18,750.3,3.3,True
2025-10-13,Netherlands,True,Marketplace,0,3,27.86,23.19,1,0.02,638.4,5.0,False
2024-08-19,Netherlands,True,Direct,6,0,35.01,34.31,2,0.35,274.1,5.0,False
2025-03-08,Poland,False,Marketplace,0,1,22.81,26.61,1,0.17,539.3,4.3,False
2024-04-09,Germany,False,Paid Ads,3,3,52.38,132.14,1,0.04,484.4,5.0,False
2023-09-11,Netherlands,False,Marketplace,1,0,26.84,45.58,2,0.38,201.8,4.2,False
2024-03-12,Belgium,False,Paid Ads,2,10,17.0,39.02,2,0.25,269.2,4.8,False
2023-12-14,France,False,Email,3,1,28.91,22.8,5,0.16,570.1,4.5,False
2024-03-30,Italy,False,Organic Search,2,0,77.94,181.65,2,0.15,105.3,4.6,True
2023-05-11,Belgium,False,Social Media,2,5,25.77,26.21,3,0.16,476.7,5.0,False
2023-10-03,Poland,False,Marketplace,2,0,23.14,85.48,1,0.15,239.7,4.8,False
2024-10-21,Turkey,False,Paid Ads,2,3,71.66,164.93,2,0.03,334.5,4.5,False
2023-01-10,France,False,Paid Ads,3,1,72.94,63.4,3,0.14,405.8,4.7,False
2025-10-23,Netherlands,False,Organic Search,4,0,37.02,26.54,2,0.26,713.7,4.6,False
2024-07-01,Turkey,False,Social Media,7,2,89.56,83.61,1,0.07,30.0,4.6,False
2024-06-20,Poland,False,Organic Search,2,0,33.89,40.16,2,0.08,321.6,3.8,True
2025-12-03,Italy,True,Marketplace,0,0,86.17,79.85,1,0.19,156.9,4.3,False
2023-05-06,Netherlands,True,Paid Ads,2,0,28.82,35.48,1,0.15,169.7,4.8,False
2023-09-10,Belgium,False,Organic Search,0,1,23.71,26.0,2,0.17,306.2,5.0,False
2025-10-21,Netherlands,True,Organic Search,0,3,20.09,14.8,1,0.23,425.5,4.1,False
2023-04-23,Netherlands,False,Social Media,4,1,48.23,17.32,1,0.24,442.6,5.0,False
2023-08-09,France,False,Marketplace,2,5,56.8,87.26,1,0.4,463.5,5.0,False
2025-03-04,Italy,False,Social Media,6,5,21.42,34.68,1,0.02,493.0,4.6,False
2025-08-07,Italy,False,Social Media,3,1,41.38,56.89,1,0.18,870.2,3.9,False
2023-08-01,Poland,True,Organic Search,1,0,74.37,154.39,7,0.14,168.5,4.5,True
2023-08-25,Belgium,True,Paid Ads,7,2,44.82,55.5,1,0.13,661.9,5.0,False
2024-12-19,Belgium,True,Paid Ads,7,0,44.79,62.43,3,0.03,354.8,3.3,True
2024-05-12,Belgium,False,Paid Ads,2,6,113.96,290.65,1,0.14,307.2,4.1,False
2024-05-15,Germany,True,Direct,3,1,20.63,32.01,2,0.15,191.5,4.6,False
2024-06-05,Belgium,True,Social Media,4,0,37.92,15.76,7,0.15,599.4,4.2,False
2023-07-18,Italy,True,Paid Ads,0,2,53.57,116.4,2,0.15,251.3,4.7,False
2025-04-30,Netherlands,True,Paid Ads,3,1,145.88,159.26,1,0.18,689.0,4.9,False
2024-06-23,France,False,Social Media,3,0,26.13,29.12,6,0.05,663.4,4.3,False
2023-01-16,Spain,True,Email,0,1,69.34,48.26,3,0.05,899.9,4.4,False
2023-10-20,Netherlands,False,Marketplace,1,0,16.06,5.0,3,0.03,517.5,4.8,False
2024-06-29,Belgium,False,Organic Search,6,2,29.58,30.7,2,0.12,1955.4,3.5,False
2023-02-01,Spain,True,Direct,3,2,35.72,66.83,1,0.33,239.3,4.4,False
2025-08-15,Belgium,False,Marketplace,7,2,17.52,24.14,1,0.09,235.0,4.6,False
2023-02-18,France,True,Email,3,0,24.26,25.34,3,0.06,481.8,5.0,False
2025-04-25,Italy,True,Organic Search,5,0,13.88,5.0,3,0.1,202.8,4.7,False
2025-06-05,Poland,False,Paid Ads,1,1,50.62,20.35,1,0.0,679.5,4.5,False
2024-10-22,Netherlands,False,Marketplace,0,1,135.63,218.34,1,0.25,854.7,4.2,False
2025-11-09,Spain,False,Email,7,2,51.24,48.65,1,0.15,550.1,5.0,False
2023-02-28,Germany,False,Social Media,7,4,61.36,49.49,1,0.07,802.7,5.0,False
2023-04-16,Germany,True,Email,3,2,31.54,61.03,1,0.1,120.1,3.9,False
2024-03-05,Germany,False,Paid Ads,2,2,114.28,441.09,1,0.12,346.3,4.3,False
2023-06-14,Belgium,False,Direct,0,3,36.48,82.17,1,0.39,328.8,4.8,False
2023-01-29,Netherlands,False,Paid Ads,7,1,49.13,40.6,1,0.14,787.7,4.3,False
2023-07-19,Belgium,False,Organic Search,1,8,86.36,109.82,2,0.25,1092.4,5.0,False
2024-05-28,Belgium,True,Direct,6,2,12.27,11.03,2,0.12,182.9,3.9,False
2025-03-17,Netherlands,True,Organic Search,5,1,26.1,22.1,1,0.16,732.8,4.1,False
2024-01-19,Italy,False,Marketplace,3,1,30.59,45.45,1,0.0,647.2,4.6,False
2024-12-09,Belgium,False,Organic Search,5,0,43.9,81.57,2,0.02,376.5,4.6,False
2025-11-20,France,False,Social Media,3,2,10.44,6.46,2,0.04,241.5,4.1,False
2025-03-06,Germany,False,Email,7,1,71.97,71.99,6,0.05,169.8,4.8,False
2024-01-19,France,True,Social Media,2,0,33.67,69.21,2,0.06,144.1,4.2,False
2025-10-12,Germany,False,Organic Search,5,0,45.15,38.67,2,0.14,105.5,5.0,False
2025-08-02,Spain,False,Paid Ads,5,2,57.17,38.25,3,0.11,662.6,4.0,False
2023-02-18,Netherlands,False,Marketplace,1,0,22.18,25.35,3,0.25,253.3,4.6,False
2025-12-02,Germany,False,Direct,5,0,39.39,67.02,1,0.1,473.5,4.8,False
2023-08-18,Netherlands,True,Organic Search,7,3,62.1,80.65,6,0.44,377.6,3.7,True
2024-05-05,Belgium,False,Organic Search,4,1,42.64,34.74,1,0.08,921.3,4.1,False
2024-02-09,Germany,False,Direct,3,6,17.69,23.49,1,0.06,271.2,4.4,False
2025-10-13,Netherlands,True,Direct,7,0,55.05,61.26,1,0.5,255.9,4.8,True
2024-04-20,Netherlands,True,Marketplace,7,3,24.09,35.63,1,0.07,436.3,3.4,True
2024-12-26,Germany,False,Social Media,3,0,14.82,31.23,3,0.08,134.1,5.0,False
2025-09-23,France,False,Organic Search,5,0,104.51,60.2,1,0.08,399.0,5.0,False
2025-10-04,Germany,False,Paid Ads,2,0,8.7,9.8,8,0.08,352.1,5.0,True
2024-08-03,Netherlands,False,Paid Ads,7,2,36.5,36.07,4,0.14,1161.3,3.4,False
2024-02-23,Italy,False,Marketplace,1,1,26.71,14.19,2,0.3,747.6,5.0,False
2023-08-22,Netherlands,False,Marketplace,0,1,57.74,34.82,2,0.06,413.1,5.0,False
2024-06-20,Spain,False,Organic Search,3,5,39.69,55.08,1,0.14,533.2,4.6,False
2025-12-30,Netherlands,False,Marketplace,6,0,47.55,32.11,6,0.09,377.5,4.1,False
2025-04-28,Italy,True,Paid Ads,2,1,52.78,99.81,2,0.03,214.0,4.5,False
2023-02-02,Netherlands,True,Paid Ads,3,0,36.15,47.34,3,0.06,433.6,4.3,False
2024-08-25,Belgium,False,Marketplace,3,2,72.88,115.33,3,0.37,181.7,4.7,False
2025-10-17,France,True,Organic Search,0,7,42.18,94.19,3,0.08,731.8,5.0,False
2023-12-10,Netherlands,False,Email,5,4,60.73,40.49,1,0.04,848.5,4.7,False
2023-10-15,Germany,False,Direct,0,2,26.88,31.65,1,0.43,260.5,2.7,True
2025-07-10,Germany,False,Social Media,5,5,61.45,40.11,6,0.17,167.3,4.0,False
2024-02-23,Poland,False,Organic Search,0,5,26.54,17.8,1,0.21,357.2,4.1,False
2024-01-13,Netherlands,True,Paid Ads,7,6,25.07,31.13,1,0.02,147.9,4.3,True
2023-03-07,Germany,False,Social Media,0,6,56.24,46.86,5,0.04,56.9,4.7,False
2023-07-07,Spain,True,Social Media,3,0,16.55,18.5,1,0.01,226.2,4.4,False
2025-03-25,France,True,Paid Ads,0,2,95.21,122.27,8,0.18,620.5,4.9,False
2025-09-11,Germany,False,Email,2,2,48.27,108.96,1,0.03,363.5,4.4,False
2025-07-05,Poland,False,Paid Ads,7,0,41.05,28.31,2,0.16,899.8,4.0,True
2023-02-02,Turkey,False,Organic Search,5,3,33.81,22.08,3,0.08,252.1,5.0,False
2023-04-19,Turkey,True,Marketplace,6,0,30.5,30.45,1,0.11,757.3,4.1,False
2023-03-10,Belgium,True,Social Media,7,1,15.31,14.53,3,0.13,698.2,4.6,False
2024-08-04,Italy,False,Marketplace,2,3,104.04,230.42,1,0.2,438.7,5.0,False
2025-09-20,Germany,False,Social Media,7,0,24.91,9.78,1,0.23,533.2,4.8,False
2023-03-30,Poland,False,Direct,4,3,25.2,11.97,5,0.15,324.3,3.8,False
2025-04-25,Belgium,False,Organic Search,0,5,43.34,23.68,2,0.0,160.8,5.0,False
2025-12-24,Germany,True,Organic Search,5,8,70.1,79.84,2,0.06,320.0,4.8,False
2023-05-03,Netherlands,False,Social Media,1,1,33.35,38.89,2,0.23,115.2,5.0,False
2025-03-26,Netherlands,True,Paid Ads,7,6,41.4,53.57,5,0.08,624.2,4.7,False
2024-10-30,Netherlands,True,Paid Ads,3,0,86.3,176.74,1,0.03,251.2,4.6,False
2025-04-23,Belgium,False,Social Media,7,2,24.75,12.29,3,0.1,1098.9,2.9,False
2025-12-11,Netherlands,True,Organic Search,0,0,83.28,54.19,3,0.14,752.7,3.5,False
2025-10-16,Italy,True,Paid Ads,1,0,41.43,19.6,1,0.0,344.1,3.5,False
2024-07-11,Italy,True,Marketplace,2,4,82.24,328.03,1,0.14,393.3,4.0,True
2025-04-16,France,False,Organic Search,4,5,35.75,62.18,3,0.17,507.1,5.0,False
2023-11-07,Turkey,False,Marketplace,0,1,50.52,40.73,1,0.02,544.8,4.1,False
2024-04-15,Netherlands,False,Paid Ads,5,0,59.3,23.04,1,0.16,1145.0,4.4,False
2025-03-04,Italy,False,Marketplace,1,4,48.66,39.99,3,0.05,960.2,2.8,True
2025-01-17,Netherlands,True,Direct,5,0,80.31,91.3,2,0.1,129.9,5.0,False
2025-03-01,Netherlands,True,Social Media,2,1,29.16,33.27,4,0.12,269.7,4.0,True
2023-09-11,Netherlands,False,Organic Search,3,3,50.19,49.89,4,0.22,443.1,4.1,False
2024-09-21,France,False,Direct,3,3,63.51,104.23,2,0.21,290.1,4.8,False
2025-03-20,Netherlands,True,Organic Search,5,2,24.9,10.16,1,0.07,315.7,3.6,True
2025-06-10,Netherlands,True,Marketplace,5,1,51.15,47.82,1,0.02,191.6,5.0,False
2025-09-20,Poland,True,Paid Ads,3,3,35.49,78.02,6,0.04,417.5,4.9,False
2025-01-20,Turkey,False,Direct,6,1,56.66,23.69,3,0.03,399.6,4.2,False
2023-05-04,Germany,False,Direct,4,2,23.69,12.0,1,0.11,263.1,4.6,False
2024-03-08,Italy,False,Social Media,6,3,50.41,47.15,6,0.02,938.6,4.7,False
2025-08-28,Turkey,False,Direct,0,1,62.12,63.73,4,0.3,399.6,4.9,False
2024-03-11,Netherlands,True,Organic Search,6,2,35.26,36.78,2,0.08,355.0,5.0,False
2025-05-16,Netherlands,True,Paid Ads,1,3,54.3,48.25,1,0.03,1011.9,5.0,False
2025-05-06,Belgium,True,Direct,7,1,81.31,66.21,1,0.07,802.6,5.0,False
2024-12-14,Spain,False,Marketplace,3,9,50.57,68.74,2,0.28,496.7,3.8,False
2023-07-18,Netherlands,False,Direct,4,2,11.84,9.47,3,0.18,111.1,4.1,False
2025-07-25,France,False,Organic Search,5,0,12.93,8.98,6,0.19,123.4,4.9,False
2023-10-04,Italy,False,Marketplace,4,5,46.8,46.69,2,0.09,409.8,4.0,False
2023-08-24,Netherlands,True,Organic Search,1,4,96.37,78.37,4,0.06,279.6,4.9,False
2025-10-17,Netherlands,False,Marketplace,3,2,36.09,34.36,3,0.01,258.7,4.1,False
2025-06-07,Germany,True,Paid Ads,5,2,39.54,35.92,1,0.09,495.0,5.0,False
2023-09-28,Germany,True,Social Media,2,2,51.48,254.97,1,0.15,665.5,2.9,True
2024-03-16,Turkey,False,Organic Search,7,1,58.34,44.88,1,0.16,405.7,4.7,False
2024-08-01,Netherlands,False,Marketplace,7,0,45.29,58.79,2,0.21,65.5,4.9,False
2025-05-09,Netherlands,True,Marketplace,1,2,44.79,67.34,1,0.26,436.0,4.2,False
2024-06-06,Belgium,False,Marketplace,6,1,34.41,24.22,1,0.09,612.0,5.0,False
2024-10-07,Netherlands,True,Paid Ads,0,0,35.82,20.31,1,0.15,579.5,4.5,False
2025-09-29,Germany,False,Email,0,2,20.96,34.18,3,0.01,89.6,3.4,False
2024-12-31,Netherlands,True,Organic Search,5,2,69.04,37.86,1,0.04,566.5,5.0,False
2023-01-15,Netherlands,False,Organic Search,3,2,35.36,59.79,1,0.09,429.2,4.4,False
2023-06-12,Germany,False,Paid Ads,6,0,40.13,18.78,1,0.08,441.9,5.0,False
2025-05-17,Turkey,False,Paid Ads,0,1,42.41,46.87,1,0.18,211.3,4.4,False
2025-11-14,Netherlands,False,Direct,3,1,30.67,36.44,1,0.2,179.2,4.8,False
2024-04-19,Netherlands,False,Email,1,0,81.57,75.58,6,0.28,999.9,4.9,False
2023-01-09,Poland,True,Paid Ads,3,1,29.18,41.44,1,0.16,393.9,3.5,False
2024-02-25,Netherlands,False,Paid Ads,0,6,19.49,17.71,5,0.1,455.1,4.2,False
2023-12-05,Poland,False,Organic Search,5,1,24.91,11.93,6,0.28,1275.9,3.0,True
2024-01-22,Germany,False,Paid Ads,2,7,49.67,182.42,1,0.16,375.8,4.5,False
2025-02-16,Germany,False,Direct,5,1,71.07,28.23,7,0.13,101.3,4.1,False
2025-07-27,Poland,False,Direct,6,0,67.66,33.36,2,0.36,667.7,4.7,False
2023-09-28,Netherlands,False,Organic Search,0,0,120.17,197.43,2,0.04,972.3,3.8,False
2025-08-03,Italy,True,Direct,3,1,70.05,254.41,3,0.06,348.9,4.7,True
2025-03-15,Netherlands,False,Paid Ads,1,0,32.14,26.64,1,0.01,306.2,5.0,False
2024-02-19,Netherlands,False,Marketplace,2,4,54.08,84.76,1,0.07,359.1,4.6,False
2025-07-08,Germany,False,Social Media,2,2,23.29,18.07,1,0.06,534.8,3.9,False
2024-12-10,Netherlands,True,Marketplace,3,6,89.42,58.66,4,0.16,723.2,3.8,False
2023-12-02,Italy,False,Organic Search,0,4,145.3,141.2,2,0.23,450.9,4.4,False
2025-02-20,Netherlands,True,Email,7,0,110.87,63.59,2,0.23,81.4,4.4,False
2024-10-19,Turkey,False,Organic Search,3,2,16.66,33.15,1,0.13,252.0,4.1,False
2025-04-17,Turkey,False,Direct,2,2,46.8,56.63,2,0.2,1130.3,4.7,False
2024-07-19,Spain,False,Marketplace,0,1,60.31,27.28,1,0.02,117.7,4.4,False
2025-04-29,Italy,True,Email,2,8,27.11,52.91,2,0.16,155.2,4.3,True
2025-07-07,France,False,Email,6,0,50.48,37.18,1,0.19,398.9,5.0,False
2023-03-19,France,False,Paid Ads,1,6,33.15,49.91,6,0.03,548.2,4.4,False
2024-03-25,Poland,False,Organic Search,0,1,25.99,36.84,1,0.14,750.5,4.6,False
2025-03-04,France,False,Social Media,5,1,72.0,39.31,1,0.46,285.9,3.2,True
2025-03-14,Spain,True,Email,6,1,41.41,50.18,5,0.3,630.7,4.2,False
2025-12-24,France,False,Email,6,0,19.44,12.21,1,0.19,742.4,4.4,False
2025-07-20,Germany,False,Organic Search,2,0,32.42,101.04,1,0.15,596.8,2.0,True
2023-03-31,Belgium,False,Organic Search,3,2,18.04,17.03,2,0.2,364.8,4.4,False
2024-07-28,Turkey,False,Email,0,1,18.5,16.39,4,0.25,277.6,4.6,False
2025-01-25,Belgium,True,Paid Ads,2,0,16.06,28.29,4,0.19,64.2,4.3,False
2024-02-29,Germany,False,Organic Search,7,0,82.47,164.66,2,0.45,407.9,4.5,False
2024-02-05,Netherlands,True,Social Media,6,8,36.2,46.27,1,0.27,275.6,5.0,False
2023-02-17,France,True,Social Media,3,1,47.17,64.54,2,0.02,318.2,4.6,False
2023-11-13,Turkey,False,Direct,7,2,91.39,61.99,2,0.19,537.4,4.7,False
2023-05-11,Netherlands,False,Social Media,3,0,11.25,16.01,1,0.12,810.9,4.2,False
2023-11-04,Turkey,True,Marketplace,2,3,35.68,82.53,1,0.09,539.7,3.7,False
2023-08-04,Germany,False,Direct,0,5,33.6,41.42,6,0.18,681.4,4.8,False
2023-05-02,Netherlands,False,Paid Ads,1,2,33.1,38.65,2,0.14,185.2,4.6,False
2025-01-17,Netherlands,False,Organic Search,2,3,41.94,46.84,1,0.31,372.6,5.0,False
2025-04-17,Poland,False,Paid Ads,0,3,78.25,90.24,3,0.03,340.3,4.7,False
2023-10-17,Germany,True,Marketplace,1,6,43.02,67.62,5,0.11,590.0,3.9,False
2025-08-16,Belgium,True,Paid Ads,3,1,22.91,25.2,5,0.08,261.4,4.2,False
2023-10-15,France,False,Social Media,6,1,84.07,95.42,2,0.04,520.3,4.1,False
2024-04-09,Belgium,False,Social Media,5,1,22.78,17.11,1,0.05,324.8,4.4,False
2024-02-05,Netherlands,True,Organic Search,6,2,109.68,69.27,5,0.11,219.9,4.6,False
2023-05-03,Poland,False,Marketplace,1,3,21.89,47.27,1,0.04,796.6,5.0,False
2023-09-29,Spain,True,Social Media,0,3,36.24,15.23,3,0.04,186.1,5.0,False
2024-01-16,Turkey,False,Organic Search,1,0,16.77,20.52,1,0.07,1261.8,3.7,False
2024-11-18,France,False,Marketplace,6,1,25.74,18.08,3,0.13,235.5,5.0,False
2024-06-10,Italy,False,Direct,3,0,50.14,71.43,2,0.06,167.5,5.0,False
2025-08-05,Germany,True,Organic Search,0,1,48.29,58.57,1,0.01,796.9,4.5,False
2025-07-28,Spain,False,Paid Ads,1,1,71.34,154.09,1,0.22,613.4,3.8,True
2025-01-30,Belgium,True,Social Media,2,3,22.02,45.66,1,0.03,612.5,4.4,False
2024-04-15,Belgium,False,Organic Search,0,1,57.32,38.88,3,0.42,159.4,4.1,False
2025-12-25,Belgium,False,Direct,7,1,234.15,240.54,3,0.05,791.0,4.2,False
2025-06-23,Belgium,False,Direct,1,0,65.78,56.73,5,0.18,127.5,4.3,False
2023-03-29,Italy,False,Direct,2,1,49.98,62.36,1,0.17,1239.1,4.2,False
2024-12-30,Turkey,False,Email,5,0,66.15,32.94,1,0.11,340.4,4.9,False
2024-10-12,Netherlands,False,Email,2,2,21.85,27.97,2,0.06,192.6,4.1,False
2025-01-26,Spain,False,Paid Ads,2,3,23.9,105.38,2,0.04,1427.1,3.8,True
2024-01-22,Netherlands,True,Organic Search,1,7,41.51,47.45,4,0.06,272.9,4.5,False
2025-12-29,France,True,Paid Ads,0,1,87.55,85.65,6,0.09,89.1,5.0,False
2023-10-13,Turkey,False,Paid Ads,1,5,34.62,48.62,1,0.04,333.3,5.0,False
2023-11-20,Italy,False,Marketplace,1,0,25.05,21.78,2,0.13,352.5,4.7,False
2025-10-04,Spain,False,Direct,0,7,12.19,8.94,1,0.15,89.3,4.3,False
2025-03-29,Spain,True,Organic Search,5,2,137.29,44.41,1,0.07,596.9,4.7,False
2023-12-14,Poland,False,Paid Ads,0,0,14.91,22.97,3,0.18,551.7,4.2,False
2023-07-20,Netherlands,False,Social Media,3,5,35.79,17.98,1,0.04,230.6,4.9,False
2024-05-30,Spain,False,Organic Search,0,6,56.08,84.73,1,0.04,168.5,4.5,True
2024-01-01,Netherlands,False,Organic Search,7,0,94.62,84.03,4,0.37,491.1,4.5,False
2024-04-17,Germany,False,Marketplace,3,4,20.24,24.8,1,0.14,157.6,4.4,True
2025-11-02,Spain,True,Social Media,6,2,34.06,29.9,1,0.07,330.3,4.5,False
2023-12-24,Netherlands,False,Email,1,3,60.18,43.76,1,0.17,46.3,4.9,False
2024-05-25,Netherlands,True,Social Media,3,0,38.75,61.08,3,0.25,210.4,4.1,False
2025-09-08,Spain,True,Organic Search,1,2,55.19,17.92,2,0.14,508.6,4.5,False
2025-11-05,Netherlands,True,Paid Ads,4,9,56.17,27.83,1,0.07,216.1,4.9,False
2023-03-14,Germany,False,Marketplace,4,0,43.65,30.79,3,0.16,303.3,5.0,False
2024-08-14,Netherlands,False,Direct,4,5,55.09,76.37,3,0.15,272.9,4.0,False
2023-07-30,Italy,True,Direct,2,0,33.05,49.66,1,0.2,923.7,4.7,True
2025-12-28,Netherlands,False,Marketplace,5,3,26.9,9.89,1,0.09,446.4,4.2,False
2023-05-11,Germany,False,Social Media,3,5,10.89,9.07,5,0.19,315.1,3.6,False
2024-05-08,Belgium,True,Direct,1,3,32.21,52.77,3,0.19,863.9,4.4,False
2023-06-30,Spain,False,Social Media,2,4,39.6,66.89,2,0.09,772.8,5.0,False
2024-08-24,Belgium,False,Email,4,0,54.73,29.9,3,0.38,197.2,4.6,False
2023-02-28,Turkey,False,Paid Ads,3,4,41.32,43.53,3,0.05,364.8,4.0,True
2025-11-15,Poland,True,Social Media,2,0,39.01,78.26,3,0.26,36.5,4.4,False
2023-05-01,Spain,False,Email,6,1,39.96,34.44,1,0.04,643.4,4.1,False
2023-01-13,France,False,Email,0,0,70.8,161.91,1,0.44,324.8,3.5,True
2025-06-06,France,False,Social Media,5,3,26.16,17.87,4,0.03,529.4,5.0,False
2023-05-26,Italy,False,Direct,0,0,30.51,43.52,2,0.02,849.9,4.6,False
2023-01-02,Belgium,False,Paid Ads,4,4,42.51,39.84,1,0.06,532.2,4.4,False
2025-12-02,Spain,True,Direct,2,3,27.93,45.62,1,0.09,150.2,4.5,True
2025-11-06,Netherlands,False,Organic Search,1,0,23.83,42.68,2,0.14,88.0,5.0,False
2023-12-02,Germany,True,Social Media,2,0,63.14,297.5,1,0.11,72.2,4.5,False
2024-11-12,Italy,False,Marketplace,2,0,32.27,47.25,1,0.12,254.9,5.0,False
2024-07-17,Belgium,False,Marketplace,5,0,45.3,30.2,1,0.09,176.4,4.9,False
2024-01-16,Turkey,False,Email,1,3,31.25,52.51,1,0.21,1304.9,4.3,False
2025-05-30,France,False,Direct,1,3,139.09,197.72,1,0.04,318.2,5.0,False
2024-12-09,Belgium,False,Paid Ads,7,0,20.79,19.18,2,0.41,555.2,4.9,False
2025-03-19,Netherlands,True,Social Media,1,0,62.24,76.73,1,0.18,239.5,5.0,False
2025-01-02,Germany,True,Paid Ads,2,2,59.56,77.75,2,0.06,502.9,4.0,False
2024-05-26,Netherlands,False,Organic Search,4,0,48.68,54.08,2,0.21,113.3,3.9,False
